Store,Date,Weekly_Sales,Holiday_Flag,Column1,Temperature,Fuel_Price,CPI,Unemployment
8,5/7/2010,916820.96,0,Non Holiday,62.68,2.835,213.67,6.29
8,5/14/2010,873337.84,0,Non Holiday,61.35,2.854,213.67,6.29
8,5/21/2010,818333.21,0,Non Holiday,66.03,2.826,213.96,6.29
8,5/28/2010,868041.56,0,Non Holiday,74.71,2.759,214.25,6.29
8,6/4/2010,958225.41,0,Non Holiday,75.71,2.705,214.54,6.29
8,6/11/2010,914835.86,0,Non Holiday,82.21,2.668,214.83,6.29
8,6/18/2010,869922.56,0,Non Holiday,78.79,2.637,214.83,6.29
8,6/25/2010,814919.11,0,Non Holiday,81.78,2.653,214.71,6.29
8,7/2/2010,852333.75,0,Non Holiday,74.78,2.669,214.59,6.32
8,7/9/2010,845289.77,0,Non Holiday,72.49,2.642,214.47,6.32
8,7/16/2010,848630.57,0,Non Holiday,77.49,2.623,214.46,6.32
8,7/23/2010,785515.88,0,Non Holiday,78.29,2.608,214.6,6.32
8,7/30/2010,787295.09,0,Non Holiday,76.02,2.64,214.74,6.32
8,8/6/2010,893399.77,0,Non Holiday,80.37,2.627,214.88,6.32
8,8/13/2010,867919.21,0,Non Holiday,80.11,2.692,215.02,6.32
8,8/20/2010,870676.44,0,Non Holiday,79.36,2.664,214.98,6.32
8,8/27/2010,888816.78,0,Non Holiday,74.92,2.619,214.94,6.32
8,9/3/2010,899036.47,0,Non Holiday,76.14,2.577,214.89,6.32
8,9/10/2010,831425.2,1,Holiday,74.34,2.565,214.85,6.32
8,9/17/2010,836707.85,0,Non Holiday,75.32,2.582,214.88,6.32
8,9/24/2010,773725.08,0,Non Holiday,72.21,2.624,214.95,6.32
8,10/1/2010,804105.49,0,Non Holiday,68.7,2.603,215.03,6.43
8,10/8/2010,870349.86,0,Non Holiday,62.94,2.633,215.11,6.43
8,10/15/2010,826546.96,0,Non Holiday,62.59,2.72,215.18,6.43
8,10/22/2010,836419.14,0,Non Holiday,62.86,2.725,215.22,6.43
8,10/29/2010,830756.76,0,Non Holiday,57.93,2.716,215.27,6.43
8,11/5/2010,927266.34,0,Non Holiday,55.76,2.689,215.32,6.43
8,11/12/2010,911538.98,0,Non Holiday,54.89,2.728,215.37,6.43
8,11/19/2010,885608.04,0,Non Holiday,43.86,2.771,215.25,6.43
8,11/26/2010,1261693.16,1,Holiday,51.07,2.735,215.11,6.43
8,12/3/2010,952766.93,0,Non Holiday,42.85,2.708,214.96,6.43
8,12/10/2010,1069061.63,0,Non Holiday,42.47,2.843,214.82,6.43
8,12/17/2010,1220579.55,0,Non Holiday,45.03,2.869,214.75,6.43
8,12/24/2010,1511641.09,0,Non Holiday,45.67,2.886,214.75,6.43
8,12/31/2010,773586.49,1,Holiday,41.47,2.943,214.74,6.43
8,1/7/2011,873065.23,0,Non Holiday,35.77,2.976,214.74,6.26
8,1/14/2011,809646.66,0,Non Holiday,31.62,2.983,214.79,6.26
8,1/21/2011,822668.23,0,Non Holiday,42.06,3.016,215.17,6.26
8,1/28/2011,782256.66,0,Non Holiday,39.26,3.01,215.55,6.26
8,2/4/2011,944594.78,0,Non Holiday,24.48,2.989,215.93,6.26
8,2/11/2011,996147.39,1,Holiday,28.26,3.022,216.31,6.26
8,2/18/2011,1065108.64,0,Non Holiday,50.64,3.045,216.63,6.26
8,2/25/2011,917317.15,0,Non Holiday,51.29,3.065,216.92,6.26
8,3/4/2011,935266.43,0,Non Holiday,53.18,3.288,217.22,6.26
8,3/11/2011,900387.29,0,Non Holiday,49.14,3.459,217.51,6.26
8,3/18/2011,898289.14,0,Non Holiday,56.68,3.488,217.77,6.26
8,3/25/2011,827968.36,0,Non Holiday,59.74,3.473,218.01,6.26
8,4/1/2011,878762.3,0,Non Holiday,49.86,3.524,218.26,6.3
8,4/8/2011,949825.83,0,Non Holiday,65.62,3.622,218.5,6.3
8,4/15/2011,908278.74,0,Non Holiday,63.55,3.743,218.73,6.3
8,4/22/2011,937473.13,0,Non Holiday,65.11,3.807,218.9,6.3
8,4/29/2011,855014.77,0,Non Holiday,62.29,3.81,219.07,6.3
8,5/6/2011,941457.34,0,Non Holiday,58.92,3.906,219.24,6.3
8,5/13/2011,895763.41,0,Non Holiday,72.96,3.899,219.42,6.3
8,5/20/2011,836049.89,0,Non Holiday,65.54,3.907,219.17,6.3
8,5/27/2011,857939.41,0,Non Holiday,73.14,3.786,218.93,6.3
8,6/3/2011,929222.16,0,Non Holiday,82.05,3.699,218.69,6.3
8,6/10/2011,897309.41,0,Non Holiday,82.21,3.648,218.45,6.3
8,6/17/2011,922048.41,0,Non Holiday,84.73,3.637,218.4,6.3
8,6/24/2011,864881.24,0,Non Holiday,83.94,3.594,218.5,6.3
8,7/1/2011,883683.35,0,Non Holiday,87.26,3.524,218.59,6.42
8,7/8/2011,861965.12,0,Non Holiday,83.57,3.48,218.69,6.42
8,7/15/2011,849925.37,0,Non Holiday,84.26,3.575,218.77,6.42
8,7/22/2011,829902.42,0,Non Holiday,85.46,3.651,218.83,6.42
8,7/29/2011,807082.19,0,Non Holiday,86.46,3.682,218.89,6.42
8,8/5/2011,892393.77,0,Non Holiday,85.15,3.684,218.95,6.42
8,8/12/2011,856796.1,0,Non Holiday,86.05,3.638,219.01,6.42
8,8/19/2011,895066.5,0,Non Holiday,82.92,3.554,219.07,6.42
8,8/26/2011,912542.82,0,Non Holiday,84.69,3.523,219.13,6.42
8,9/2/2011,891387.14,0,Non Holiday,84.77,3.533,219.2,6.42
8,9/9/2011,848358.09,1,Holiday,69.01,3.546,219.26,6.42
8,9/16/2011,870971.82,0,Non Holiday,69.09,3.526,219.44,6.42
8,9/23/2011,806444.29,0,Non Holiday,68.72,3.467,219.79,6.42
8,9/30/2011,809049.37,0,Non Holiday,72.2,3.355,220.13,6.42
8,10/7/2011,929976.55,0,Non Holiday,67.61,3.285,220.48,6.12
8,10/14/2011,863188.26,0,Non Holiday,61.74,3.274,220.8,6.12
8,10/21/2011,905984.49,0,Non Holiday,59.97,3.353,220.96,6.12
8,10/28/2011,876712.31,0,Non Holiday,56.86,3.372,221.13,6.12
8,11/4/2011,947815.05,0,Non Holiday,49.68,3.332,221.29,6.12
8,11/11/2011,917088.48,0,Non Holiday,50.56,3.297,221.46,6.12
8,11/18/2011,897032.19,0,Non Holiday,51.72,3.308,221.69,6.12
8,11/25/2011,1235163.86,1,Holiday,49.61,3.236,221.95,6.12
8,12/2/2011,986601.46,0,Non Holiday,40.82,3.172,222.21,6.12
8,12/9/2011,1051922.95,0,Non Holiday,30.51,3.158,222.47,6.12
8,12/16/2011,1118163.94,0,Non Holiday,39.79,3.159,222.69,6.12
8,12/23/2011,1462254.05,0,Non Holiday,38.16,3.112,222.87,6.12
8,12/30/2011,858572.22,1,Holiday,36.33,3.129,223.06,6.12
8,1/6/2012,872113.23,0,Non Holiday,43.47,3.157,223.24,5.82
8,1/13/2012,817661.76,0,Non Holiday,36.46,3.261,223.42,5.82
8,1/20/2012,813954.82,0,Non Holiday,46.81,3.268,223.52,5.82
8,1/27/2012,778178.53,0,Non Holiday,45.52,3.29,223.61,5.82
8,2/3/2012,927610.69,0,Non Holiday,45.56,3.36,223.71,5.82
8,2/10/2012,1021400.42,1,Holiday,35.71,3.409,223.8,5.82
8,2/17/2012,1096232.89,0,Non Holiday,37.51,3.51,223.97,5.82
8,2/24/2012,928537.54,0,Non Holiday,46.33,3.555,224.18,5.82
8,3/2/2012,952264.91,0,Non Holiday,50.95,3.63,224.4,5.82
8,3/9/2012,960115.56,0,Non Holiday,49.59,3.669,224.61,5.82
8,3/16/2012,921178.39,0,Non Holiday,56.63,3.734,224.77,5.82
8,3/23/2012,874223.25,0,Non Holiday,52.9,3.787,224.84,5.82
8,3/30/2012,905935.29,0,Non Holiday,66.69,3.845,224.91,5.82
8,4/6/2012,1046816.59,0,Non Holiday,62.18,3.891,224.99,5.68
8,4/13/2012,909989.45,0,Non Holiday,65.19,3.891,225.06,5.68
8,4/20/2012,872288.46,0,Non Holiday,63.59,3.877,225.12,5.68
8,4/27/2012,879448.25,0,Non Holiday,70.34,3.814,225.17,5.68
8,5/4/2012,937232.09,0,Non Holiday,73.96,3.749,225.23,5.68
8,5/11/2012,920128.89,0,Non Holiday,64.96,3.688,225.28,5.68
8,5/18/2012,913922.01,0,Non Holiday,64.16,3.63,225.3,5.68
8,5/25/2012,895157.44,0,Non Holiday,76.11,3.561,225.3,5.68
8,6/1/2012,921161.2,0,Non Holiday,78.31,3.501,225.3,5.68
8,6/8/2012,928820,0,Non Holiday,74.28,3.452,225.3,5.68
8,6/15/2012,916918.7,0,Non Holiday,77.14,3.393,225.31,5.68
8,6/22/2012,899449.65,0,Non Holiday,78.85,3.346,225.36,5.68
8,6/29/2012,878298.22,0,Non Holiday,84.47,3.286,225.4,5.68
8,7/6/2012,936205.5,0,Non Holiday,81.24,3.227,225.44,5.4
8,7/13/2012,890488.01,0,Non Holiday,78.46,3.256,225.48,5.4
8,7/20/2012,888834.07,0,Non Holiday,79.94,3.311,225.49,5.4
8,7/27/2012,838227.52,0,Non Holiday,81.71,3.407,225.5,5.4
8,8/3/2012,897076.73,0,Non Holiday,85.06,3.417,225.51,5.4
8,8/10/2012,930745.69,0,Non Holiday,83.74,3.494,225.52,5.4
8,8/17/2012,896613.19,0,Non Holiday,81.21,3.571,225.61,5.4
8,8/24/2012,936373.65,0,Non Holiday,73.77,3.62,225.74,5.4
8,8/31/2012,976137.73,0,Non Holiday,75.33,3.638,225.88,5.4
8,9/7/2012,932160.37,1,Holiday,80.87,3.73,226.02,5.4
8,9/14/2012,883569.38,0,Non Holiday,67.21,3.717,226.16,5.4
8,9/21/2012,857796.45,0,Non Holiday,66.96,3.721,226.36,5.4
8,9/28/2012,884724.41,0,Non Holiday,71.1,3.666,226.57,5.4
8,10/5/2012,976436.02,0,Non Holiday,61.41,3.617,226.77,5.12
8,10/12/2012,927511.99,0,Non Holiday,55.03,3.601,226.97,5.12
8,10/19/2012,900309.75,0,Non Holiday,62.99,3.594,227.02,5.12
8,10/26/2012,891671.44,0,Non Holiday,64.74,3.506,227.04,5.12
9,2/5/2010,549505.55,0,Non Holiday,38.01,2.572,214.66,6.42
9,2/12/2010,552677.48,1,Holiday,37.08,2.548,214.81,6.42
9,2/19/2010,511327.9,0,Non Holiday,43.06,2.514,214.85,6.42
9,2/26/2010,473773.27,0,Non Holiday,43.83,2.561,214.88,6.42
9,3/5/2010,507297.88,0,Non Holiday,48.43,2.625,214.91,6.42
9,3/12/2010,494145.8,0,Non Holiday,55.76,2.667,214.93,6.42
9,3/19/2010,485744.61,0,Non Holiday,53.15,2.72,214.76,6.42
9,3/26/2010,484946.56,0,Non Holiday,51.8,2.732,214.55,6.42
9,4/2/2010,545206.32,0,Non Holiday,65.21,2.719,214.35,6.38
9,4/9/2010,529384.31,0,Non Holiday,64.95,2.77,214.14,6.38
9,4/16/2010,485764.32,0,Non Holiday,66.09,2.808,214,6.38
9,4/23/2010,488683.57,0,Non Holiday,61.26,2.795,213.95,6.38
9,4/30/2010,491723.42,0,Non Holiday,66.07,2.78,213.9,6.38
9,5/7/2010,526128.61,0,Non Holiday,68.58,2.835,213.85,6.38
9,5/14/2010,492792.8,0,Non Holiday,70.53,2.854,213.85,6.38
9,5/21/2010,506274.94,0,Non Holiday,71.5,2.826,214.14,6.38
9,5/28/2010,558143.53,0,Non Holiday,77.12,2.759,214.43,6.38
9,6/4/2010,586061.46,0,Non Holiday,79.65,2.705,214.73,6.38
9,6/11/2010,522715.68,0,Non Holiday,83.75,2.668,215.02,6.38
9,6/18/2010,513073.87,0,Non Holiday,82.99,2.637,215.02,6.38
9,6/25/2010,509263.28,0,Non Holiday,85.02,2.653,214.9,6.38
9,7/2/2010,528832.54,0,Non Holiday,78.55,2.669,214.78,6.44
9,7/9/2010,485389.15,0,Non Holiday,78.51,2.642,214.66,6.44
9,7/16/2010,474030.51,0,Non Holiday,82.93,2.623,214.65,6.44
9,7/23/2010,462676.5,0,Non Holiday,84.49,2.608,214.79,6.44
9,7/30/2010,468675.19,0,Non Holiday,79.83,2.64,214.93,6.44
9,8/6/2010,522815.45,0,Non Holiday,87.09,2.627,215.06,6.44
9,8/13/2010,481897.98,0,Non Holiday,86.85,2.692,215.2,6.44
9,8/20/2010,499325.38,0,Non Holiday,86.3,2.664,215.16,6.44
9,8/27/2010,506789.66,0,Non Holiday,84.01,2.619,215.12,6.44
9,9/3/2010,511049.06,0,Non Holiday,82.47,2.577,215.08,6.44
9,9/10/2010,484835.2,1,Holiday,77.7,2.565,215.04,6.44
9,9/17/2010,463448.59,0,Non Holiday,81.19,2.582,215.06,6.44
9,9/24/2010,452905.22,0,Non Holiday,77.15,2.624,215.14,6.44
9,10/1/2010,495692.19,0,Non Holiday,69.08,2.603,215.21,6.56
9,10/8/2010,505069.21,0,Non Holiday,65.35,2.633,215.29,6.56
9,10/15/2010,454769.68,0,Non Holiday,67.36,2.72,215.36,6.56
9,10/22/2010,466322.76,0,Non Holiday,69.99,2.725,215.41,6.56
9,10/29/2010,508801.61,0,Non Holiday,64.43,2.716,215.46,6.56
9,11/5/2010,517869.97,0,Non Holiday,58.69,2.689,215.51,6.56
9,11/12/2010,520846.68,0,Non Holiday,61.59,2.728,215.56,6.56
9,11/19/2010,519823.3,0,Non Holiday,49.96,2.771,215.44,6.56
9,11/26/2010,768070.53,1,Holiday,60.18,2.735,215.29,6.56
9,12/3/2010,578164.82,0,Non Holiday,49.89,2.708,215.14,6.56
9,12/10/2010,618121.82,0,Non Holiday,46.1,2.843,215,6.56
9,12/17/2010,685243.2,0,Non Holiday,49.7,2.869,214.93,6.56
9,12/24/2010,873347.55,0,Non Holiday,50.93,2.886,214.93,6.56
9,12/31/2010,459770.85,1,Holiday,45.92,2.943,214.93,6.56
9,1/7/2011,490981.78,0,Non Holiday,41.82,2.976,214.92,6.42
9,1/14/2011,458086.69,0,Non Holiday,36.43,2.983,214.97,6.42
9,1/21/2011,454021.69,0,Non Holiday,44.72,3.016,215.36,6.42
9,1/28/2011,463561.48,0,Non Holiday,43.9,3.01,215.74,6.42
9,2/4/2011,544612.28,0,Non Holiday,31.82,2.989,216.12,6.42
9,2/11/2011,555279.02,1,Holiday,34.13,3.022,216.5,6.42
9,2/18/2011,610985.56,0,Non Holiday,58.5,3.045,216.82,6.42
9,2/25/2011,513107.2,0,Non Holiday,59.01,3.065,217.11,6.42
9,3/4/2011,542016.18,0,Non Holiday,60.67,3.288,217.4,6.42
9,3/11/2011,517783.5,0,Non Holiday,54.75,3.459,217.7,6.42
9,3/18/2011,515226.11,0,Non Holiday,63.82,3.488,217.96,6.42
9,3/25/2011,497488.4,0,Non Holiday,68.79,3.473,218.2,6.42
9,4/1/2011,520962.14,0,Non Holiday,56.12,3.524,218.45,6.38
9,4/8/2011,561625.92,0,Non Holiday,71.4,3.622,218.69,6.38
9,4/15/2011,528420.28,0,Non Holiday,71.9,3.743,218.91,6.38
9,4/22/2011,549502.11,0,Non Holiday,72.35,3.807,219.09,6.38
9,4/29/2011,532226.2,0,Non Holiday,70.85,3.81,219.26,6.38
9,5/6/2011,545251.1,0,Non Holiday,62.2,3.906,219.43,6.38
9,5/13/2011,539126,0,Non Holiday,77.66,3.899,219.6,6.38
9,5/20/2011,518266.9,0,Non Holiday,70.49,3.907,219.36,6.38
9,5/27/2011,553834.04,0,Non Holiday,80.42,3.786,219.12,6.38
9,6/3/2011,587004.29,0,Non Holiday,85.8,3.699,218.88,6.38
9,6/10/2011,550076.32,0,Non Holiday,85.81,3.648,218.64,6.38
9,6/17/2011,558671.14,0,Non Holiday,89.15,3.637,218.59,6.38
9,6/24/2011,538745.93,0,Non Holiday,86.74,3.594,218.68,6.38
9,7/1/2011,537064.03,0,Non Holiday,89.14,3.524,218.78,6.4
9,7/8/2011,535983.13,0,Non Holiday,89.04,3.48,218.88,6.4
9,7/15/2011,512834.04,0,Non Holiday,90.45,3.575,218.96,6.4
9,7/22/2011,491449.94,0,Non Holiday,89.08,3.651,219.02,6.4
9,7/29/2011,471449.98,0,Non Holiday,91.1,3.682,219.08,6.4
9,8/5/2011,554879.67,0,Non Holiday,91.52,3.684,219.13,6.4
9,8/12/2011,520284.79,0,Non Holiday,91.63,3.638,219.19,6.4
9,8/19/2011,540819.44,0,Non Holiday,85.8,3.554,219.26,6.4
9,8/26/2011,542663.53,0,Non Holiday,88.95,3.523,219.32,6.4
9,9/2/2011,544643.33,0,Non Holiday,89.33,3.533,219.38,6.4
9,9/9/2011,528784.86,1,Holiday,75.65,3.546,219.45,6.4
9,9/16/2011,500274.03,0,Non Holiday,77.95,3.526,219.63,6.4
9,9/23/2011,506743.78,0,Non Holiday,74.42,3.467,219.97,6.4
9,9/30/2011,508567.04,0,Non Holiday,78.45,3.355,220.32,6.4
9,10/7/2011,553836.98,0,Non Holiday,72.62,3.285,220.66,6.05
9,10/14/2011,529515.66,0,Non Holiday,67.27,3.274,220.98,6.05
9,10/21/2011,557075.21,0,Non Holiday,65.46,3.353,221.15,6.05
9,10/28/2011,548527.49,0,Non Holiday,63.96,3.372,221.32,6.05
9,11/4/2011,597855.07,0,Non Holiday,54.46,3.332,221.48,6.05
9,11/11/2011,594574.12,0,Non Holiday,58.28,3.297,221.65,6.05
9,11/18/2011,542414.27,0,Non Holiday,58.8,3.308,221.88,6.05
9,11/25/2011,814753.5,1,Holiday,54.32,3.236,222.14,6.05
9,12/2/2011,613115.21,0,Non Holiday,46.84,3.172,222.4,6.05
9,12/9/2011,630327.28,0,Non Holiday,37.65,3.158,222.66,6.05
9,12/16/2011,705557.97,0,Non Holiday,47.31,3.159,222.88,6.05
9,12/23/2011,905324.68,0,Non Holiday,44.43,3.112,223.07,6.05
9,12/30/2011,549788.36,1,Holiday,43.41,3.129,223.25,6.05
9,1/6/2012,519585.67,0,Non Holiday,47.54,3.157,223.43,5.67
9,1/13/2012,474964.6,0,Non Holiday,42.44,3.261,223.62,5.67
9,1/20/2012,480130.04,0,Non Holiday,51.56,3.268,223.71,5.67
9,1/27/2012,482451.21,0,Non Holiday,49.38,3.29,223.81,5.67
9,2/3/2012,549967.89,0,Non Holiday,54.43,3.36,223.9,5.67
9,2/10/2012,609736.12,1,Holiday,44.03,3.409,224,5.67
9,2/17/2012,658965.05,0,Non Holiday,43.81,3.51,224.16,5.67
9,2/24/2012,563578.79,0,Non Holiday,53.67,3.555,224.37,5.67
9,3/2/2012,619498.28,0,Non Holiday,57.2,3.63,224.59,5.67
9,3/9/2012,574955.95,0,Non Holiday,54.03,3.669,224.8,5.67
9,3/16/2012,550373.57,0,Non Holiday,59.94,3.734,224.96,5.67
9,3/23/2012,550791.32,0,Non Holiday,58.79,3.787,225.03,5.67
9,3/30/2012,574985.37,0,Non Holiday,67.87,3.845,225.11,5.67
9,4/6/2012,677885.99,0,Non Holiday,68.83,3.891,225.18,5.54
9,4/13/2012,578539.86,0,Non Holiday,69.19,3.891,225.26,5.54
9,4/20/2012,542819.03,0,Non Holiday,68.04,3.877,225.31,5.54
9,4/27/2012,550414.99,0,Non Holiday,73.07,3.814,225.37,5.54
9,5/4/2012,586289.08,0,Non Holiday,78.98,3.749,225.42,5.54
9,5/11/2012,592572.3,0,Non Holiday,70.94,3.688,225.48,5.54
9,5/18/2012,571463.93,0,Non Holiday,69.52,3.63,225.49,5.54
9,5/25/2012,547226,0,Non Holiday,79.69,3.561,225.49,5.54
9,6/1/2012,583648.59,0,Non Holiday,80.26,3.501,225.49,5.54
9,6/8/2012,582525.42,0,Non Holiday,78.91,3.452,225.49,5.54
9,6/15/2012,564606.1,0,Non Holiday,82.21,3.393,225.51,5.54
9,6/22/2012,562173.12,0,Non Holiday,81.05,3.346,225.55,5.54
9,6/29/2012,544770.7,0,Non Holiday,87.18,3.286,225.59,5.54
9,7/6/2012,578790.36,0,Non Holiday,84.15,3.227,225.63,5.28
9,7/13/2012,536537.64,0,Non Holiday,82.39,3.256,225.68,5.28
9,7/20/2012,513991.57,0,Non Holiday,83.39,3.311,225.69,5.28
9,7/27/2012,495951,0,Non Holiday,86.41,3.407,225.7,5.28
9,8/3/2012,533887.54,0,Non Holiday,90.23,3.417,225.71,5.28
9,8/10/2012,538713.47,0,Non Holiday,88.66,3.494,225.72,5.28
9,8/17/2012,535153.47,0,Non Holiday,86.37,3.571,225.8,5.28
9,8/24/2012,572887.78,0,Non Holiday,77.9,3.62,225.94,5.28
9,8/31/2012,576879.15,0,Non Holiday,80.71,3.638,226.07,5.28
9,9/7/2012,565812.29,1,Holiday,87.93,3.73,226.21,5.28
9,9/14/2012,523427.35,0,Non Holiday,73.55,3.717,226.36,5.28
9,9/21/2012,533756.88,0,Non Holiday,69.92,3.721,226.56,5.28
9,9/28/2012,516361.06,0,Non Holiday,76.8,3.666,226.76,5.28
9,10/5/2012,606755.3,0,Non Holiday,66.61,3.617,226.97,4.95
9,10/12/2012,558464.8,0,Non Holiday,60.09,3.601,227.17,4.95
9,10/19/2012,542009.46,0,Non Holiday,68.01,3.594,227.21,4.95
9,10/26/2012,549731.49,0,Non Holiday,69.52,3.506,227.23,4.95
10,2/5/2010,2193048.75,0,Non Holiday,54.34,2.962,126.44,9.76
10,2/12/2010,2176028.52,1,Holiday,49.96,2.828,126.5,9.76
10,2/19/2010,2113432.58,0,Non Holiday,58.22,2.915,126.53,9.76
10,2/26/2010,2006774.96,0,Non Holiday,52.77,2.825,126.55,9.76
10,3/5/2010,1987090.09,0,Non Holiday,55.92,2.877,126.58,9.76
10,3/12/2010,1941346.13,0,Non Holiday,52.33,3.034,126.6,9.76
10,3/19/2010,1946875.06,0,Non Holiday,61.46,3.054,126.61,9.76
10,3/26/2010,1893532.46,0,Non Holiday,60.05,2.98,126.61,9.76
10,4/2/2010,2138651.97,0,Non Holiday,63.66,3.086,126.6,9.52
10,4/9/2010,2041069.37,0,Non Holiday,65.29,3.004,126.6,9.52
10,4/16/2010,1826241.44,0,Non Holiday,69.74,3.109,126.56,9.52
10,4/23/2010,1829521.83,0,Non Holiday,66.42,3.05,126.47,9.52
10,4/30/2010,1790694.59,0,Non Holiday,69.76,3.105,126.38,9.52
10,5/7/2010,1921432.16,0,Non Holiday,71.06,3.127,126.29,9.52
10,5/14/2010,1808056.41,0,Non Holiday,73.88,3.145,126.21,9.52
10,5/21/2010,1847613.58,0,Non Holiday,78.32,3.12,126.18,9.52
10,5/28/2010,1904618.17,0,Non Holiday,76.67,3.058,126.16,9.52
10,6/4/2010,1931406.28,0,Non Holiday,82.82,2.941,126.14,9.52
10,6/11/2010,1827521.71,0,Non Holiday,89.67,3.057,126.11,9.52
10,6/18/2010,1837636.24,0,Non Holiday,83.49,2.935,126.11,9.52
10,6/25/2010,1768172.31,0,Non Holiday,90.32,3.084,126.13,9.52
10,7/2/2010,1845893.87,0,Non Holiday,92.89,2.978,126.14,9.2
10,7/9/2010,1769793.37,0,Non Holiday,91.03,3.1,126.15,9.2
10,7/16/2010,1828052.47,0,Non Holiday,91.8,2.971,126.15,9.2
10,7/23/2010,1831676.03,0,Non Holiday,88.44,3.112,126.13,9.2
10,7/30/2010,1832664.03,0,Non Holiday,85.03,3.017,126.11,9.2
10,8/6/2010,1949236.09,0,Non Holiday,86.13,3.123,126.09,9.2
10,8/13/2010,1962996.7,0,Non Holiday,88.37,3.049,126.06,9.2
10,8/20/2010,1983190.56,0,Non Holiday,89.88,3.041,126.08,9.2
10,8/27/2010,1727565.42,0,Non Holiday,84.99,3.022,126.09,9.2
10,9/3/2010,1766331.45,0,Non Holiday,83.8,3.087,126.1,9.2
10,9/10/2010,1720530.23,1,Holiday,84.04,2.961,126.11,9.2
10,9/17/2010,1716755.78,0,Non Holiday,85.52,3.028,126.15,9.2
10,9/24/2010,1655036.75,0,Non Holiday,85.75,2.939,126.19,9.2
10,10/1/2010,1645892.97,0,Non Holiday,86.01,3.001,126.23,9
10,10/8/2010,1772192.42,0,Non Holiday,77.04,2.924,126.28,9
10,10/15/2010,1703850.25,0,Non Holiday,75.48,3.08,126.33,9
10,10/22/2010,1740234.06,0,Non Holiday,68.12,3.014,126.38,9
10,10/29/2010,1741308.56,0,Non Holiday,68.76,3.13,126.44,9
10,11/5/2010,1832211.96,0,Non Holiday,71.04,3.009,126.49,9
10,11/12/2010,1895901.59,0,Non Holiday,61.24,3.13,126.55,9
10,11/19/2010,1949177.13,0,Non Holiday,58.83,3.047,126.61,9
10,11/26/2010,2939946.38,1,Holiday,55.33,3.162,126.67,9
10,12/3/2010,2251206.64,0,Non Holiday,51.17,3.041,126.73,9
10,12/10/2010,2411790.21,0,Non Holiday,60.51,3.091,126.79,9
10,12/17/2010,2811646.85,0,Non Holiday,59.15,3.125,126.88,9
10,12/24/2010,3749057.69,0,Non Holiday,57.06,3.236,126.98,9
10,12/31/2010,1707298.14,1,Holiday,49.67,3.148,127.09,9
10,1/7/2011,1714309.9,0,Non Holiday,43.43,3.287,127.19,8.74
10,1/14/2011,1710803.59,0,Non Holiday,49.98,3.312,127.3,8.74
10,1/21/2011,1677556.18,0,Non Holiday,56.75,3.336,127.44,8.74
10,1/28/2011,1715769.05,0,Non Holiday,53.03,3.231,127.58,8.74
10,2/4/2011,1968045.91,0,Non Holiday,44.88,3.348,127.72,8.74
10,2/11/2011,2115408.31,1,Holiday,51.51,3.381,127.86,8.74
10,2/18/2011,2106934.55,0,Non Holiday,61.77,3.43,128,8.74
10,2/25/2011,1967996.71,0,Non Holiday,53.59,3.398,128.13,8.74
10,3/4/2011,1958003.19,0,Non Holiday,56.96,3.674,128.26,8.74
10,3/11/2011,1933469.15,0,Non Holiday,64.22,3.63,128.4,8.74
10,3/18/2011,1884734.31,0,Non Holiday,70.12,3.892,128.51,8.74
10,3/25/2011,1815798.85,0,Non Holiday,62.53,3.716,128.62,8.74
10,4/1/2011,1827733.18,0,Non Holiday,67.64,3.772,128.72,8.49
10,4/8/2011,1870720.73,0,Non Holiday,73.03,3.818,128.82,8.49
10,4/15/2011,1781767.22,0,Non Holiday,61.05,4.089,128.91,8.49
10,4/22/2011,2004831.14,0,Non Holiday,75.93,3.917,128.96,8.49
10,4/29/2011,1873646.34,0,Non Holiday,73.38,4.151,129,8.49
10,5/6/2011,1841369.99,0,Non Holiday,73.56,4.193,129.04,8.49
10,5/13/2011,1712995.44,0,Non Holiday,74.04,4.202,129.09,8.49
10,5/20/2011,1720908.01,0,Non Holiday,72.62,3.99,129.08,8.49
10,5/27/2011,1743000.38,0,Non Holiday,78.62,3.933,129.06,8.49
10,6/3/2011,1792210.89,0,Non Holiday,81.87,3.893,129.05,8.49
10,6/10/2011,1740063.1,0,Non Holiday,84.57,3.981,129.04,8.49
10,6/17/2011,1817934.76,0,Non Holiday,87.96,3.935,129.04,8.49
10,6/24/2011,1711813.13,0,Non Holiday,90.69,3.807,129.07,8.49
10,7/1/2011,1751369.75,0,Non Holiday,95.36,3.842,129.09,8.26
10,7/8/2011,1699708.38,0,Non Holiday,88.57,3.793,129.11,8.26
10,7/15/2011,1775068.4,0,Non Holiday,86.01,3.779,129.13,8.26
10,7/22/2011,1774342.61,0,Non Holiday,88.59,3.697,129.15,8.26
10,7/29/2011,1745841.33,0,Non Holiday,86.75,3.694,129.17,8.26
10,8/5/2011,1886299.98,0,Non Holiday,89.8,3.803,129.18,8.26
10,8/12/2011,1917397.63,0,Non Holiday,85.61,3.794,129.2,8.26
10,8/19/2011,1954849.68,0,Non Holiday,87.4,3.743,129.24,8.26
10,8/26/2011,1728399.07,0,Non Holiday,91.59,3.663,129.28,8.26
10,9/2/2011,1758587.35,0,Non Holiday,91.61,3.798,129.33,8.26
10,9/9/2011,1670579.82,1,Holiday,89.06,3.771,129.37,8.26
